Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
81023.017,6.512,5.657,2.36,30501.648,1437755.772,"4328 Denise Landing
New Christopher, IL 59664-4530"
72466.081,5.831,5.671,2.01,12113.115,744741.9093,"5149 Brandon Divide
Millerport, AL 21191-6192"
71663.298,6.007,6.71,2.02,35315.03,1230628.986,"3862 Caldwell Estates
Floresburgh, WV 75010-7415"
81881.607,5.254,8.952,4.49,62340.64,1976170.089,"62924 Nelson Mountains Suite 665
East Darlene, AL 82461-7228"
85480.437,2.797,5.185,4.19,47508.805,1033864.635,"406 Webb View Suite 914
Port Billy, ME 16909"
63753.864,8.112,7.695,6.35,31347.69,1558572.243,"9831 Miller Knolls Apt. 664
New Meganshire, KY 50155"
56935.33,6.49,6.234,4.19,32965.935,849180.846,"495 Waters Falls Apt. 676
Anthonyland, AZ 77516-0465"
66513.884,6.778,8.044,4.49,5727.486,717661.556,"681 James Port
Port Audrey, HI 82392-5376"
72554.536,5.444,6.822,4.09,36249.406,1187090.948,"26558 Jessica Creek Suite 912
Marshalltown, SC 37598-0862"
69956.752,4.982,7.861,3.17,35148.165,1326946.725,"USNS Anderson
FPO AP 25685-4457"
65126.703,4.145,7.316,4.05,47258.76,1245785.051,"5471 Fuentes Wells Suite 030
Port Charles, NJ 67833"
71270.842,5.426,7.692,6.28,40130.808,1331897.457,"5123 Jonathan Trail Suite 532
West Micheal, WY 72230-4641"
59124.125,6.42,8.017,4.49,36442.995,1472337.699,"6786 Vance Manors
Turnerton, AR 10936-6251"
55383.024,7.099,8.121,5.48,36106.369,1130221.298,"421 Hunter Oval
Glennport, NV 51166-5572"
52512.842,7.372,6.219,3.35,25943.078,907462.4512,"6831 Bailey Hollow
Estesland, UT 59729"
77050.181,6.286,5.948,4.05,47171.91,1581817.407,"88791 Richards Parkway
Shirleyborough, AK 40270-8587"
73267.9,5.805,7.385,4.48,44674.467,1441576.847,"23912 Sarah Fort
Sharpborough, NE 41950"
58585.096,6.422,5.614,3.36,28026.783,820250.3895,"537 Aaron Streets Suite 331
New Cynthiamouth, PA 53151"
72770.167,7.68,6.388,4.05,21357.037,1293461.798,"58915 Jason Green
Port Kimberly, MO 60047-2438"
70203.6,5.148,5.573,3.1,40588.573,1288122.624,"66113 Patricia Stream Apt. 278
New Traci, TN 31867"
75841.487,6.229,6.049,2.09,48641.802,1361007.562,"Unit 9384 Box 8982
DPO AP 02784"
73679.404,4.82,5.662,4.33,42734.243,1084427.093,"845 Scott Rest Apt. 003
Lake Jeremy, OH 27354"
72928.966,7.777,6.114,2.46,38728.043,1638094.538,"849 Amanda Lights Suite 828
South Christopherside, OK 55747"
64448.82,5.916,7.773,6.09,21240.153,1197437.344,"971 Jack Greens Apt. 617
North Megan, ME 65020-9644"
52652.652,5.689,7.217,4.06,34776.586,928210.7615,"487 Williams Bypass Apt. 710
Jeffreyshire, MS 80188-1082"
78482.229,7.03,6.642,3.33,28452.315,1367619.923,"130 Gibbs Forest
Taylortown, KY 75940"
68398.362,6.602,6.861,2.37,49548.719,1486401.321,"985 Steven Mount
Kerrbury, MO 43116"
73921.636,7.543,5.881,2.04,36269.233,1555510.38,"59460 Brian Trace Suite 059
Brownburgh, NE 85363-0027"
71162.381,6.684,7.224,3.4,39134.555,1434240.356,"4619 Angela Rest Apt. 586
Paulport, IL 15870"
61269.674,5.423,7.724,5.12,36337.755,981785.0592,"300 Michael Pass
East Sabrina, NH 85828"
75175.005,5.806,5.615,4.13,25943.714,1005431.451,"362 Hoffman Dale
Jameschester, OK 17902-1224"
71286.512,6.423,7.358,4.2,36411.974,1346049.656,"8059 Jones Run
New Kristen, MH 98525"
52190.968,6.444,6.322,2.06,39309.464,942397.0665,"57570 Thomas Junctions
East Christinafurt, TN 18120"
84054.434,6.976,6.341,3.04,38712.708,1812765.957,"0942 Jonathan Stravenue
Simsport, NH 46352-3446"
69017.581,5.594,6.504,4.37,27751.985,981559.8117,"9566 Gail Lodge
Loriview, HI 24128"
81490.49,6.365,8.708,5.35,55928.087,1914509.521,"66052 Lauren Club Apt. 065
Santoschester, ND 60980"
69273.775,4.087,7.284,5.44,42086.789,1034366.778,"833 Patricia Village Suite 632
East Donaldfurt, WY 61109"
87106.514,5.785,7.257,6.34,44102.2,1795222.736,"53932 Vaughn Skyway
Vincentmouth, SC 08622"
59821.356,5.098,5.331,3.41,54223.656,965491.8698,"9840 Johnson Islands
East Catherinefort, KS 94625-0549"
69517.844,4.486,9.116,4.01,39739.757,1384802.464,"529 Eaton Dam Apt. 699
North Bettymouth, MD 19736-9062"
95358.181,5.14,6.612,2.02,49759.128,1902814.527,"7530 Jones Lock Apt. 143
North Tiffany, NJ 70036-7419"
45546.643,4.603,8.699,5.22,34810.68,923830.3349,"585 Joel Cape
North Derrickmouth, AR 63296-6610"
69664.076,7.612,5.946,2,37012.993,1074646.865,"79506 Tony Plain Apt. 264
Marcuschester, NC 40536"
65221.127,5.604,7.845,5.44,34752.938,1069292.327,"9655 Nielsen Flat Apt. 350
Gabrielmouth, MA 63689-4481"
74452.821,5.108,5.456,4.4,37298.071,1065679.121,"77636 Donald Avenue Apt. 063
Lake Savannahfort, ID 71155-2535"
61046.289,7.105,4.696,4.49,40277.899,855667.1793,"16718 Day Manors Suite 286
Tammyburgh, ME 13722-0046"
66537.595,5.614,6.599,3.48,39265.012,985462.2455,"732 Russell Mills Apt. 132
East Sharon, CT 86455"
64675.751,4.368,5.528,4.38,36376.489,664298.9713,"01823 Hughes Center Apt. 386
Brownville, HI 60561"
56586.13,4.939,8.063,5.19,19540.908,603714.7886,"693 Mcdaniel Cove Apt. 320
Anthonymouth, ND 61886"
66148.991,7.241,6.873,3.16,38903.198,1300133.967,"3664 Freeman Spring
North Shannonside, CA 69975-2764"
62714.624,5.421,7.365,4.17,40082.663,1095391.799,"691 Owens Place Suite 026
Edwardschester, IL 97095-0081"
73490.6,6.352,6.578,2.06,52452.079,1357797.91,"4924 Kristie Light
Julieview, MD 19536-5864"
51858.904,5.629,7.23,3.45,28593.88,730739.419,"Unit 9410 Box 6454
DPO AP 75022-1625"
67481.415,6.828,8.136,6.26,18846.254,1115627.78,"7456 Dunn Freeway
Port Angel, NC 34615-6405"
74497.673,6.166,8.143,4.01,28160.458,1204753.002,"03161 Lori Meadows Suite 563
Andersonfurt, MT 47363"
70073.503,5.887,7.222,5.14,40109.83,1441526.837,"3670 Edward Prairie
Amandafurt, NV 40043-0962"
86458.981,4.555,8.281,6.27,22321.435,1336743.383,"54374 Rosario Hills Apt. 037
Alecfurt, VI 74108-3548"
56894.402,5.293,6.253,3.1,32478.665,742705.2667,"9495 Randall Forges
Port Nicholas, WA 94825"
58153.229,5.643,6.752,3.39,45756.532,1150438.949,"4771 Thomas Drive Apt. 125
East Lauren, GA 99732"
84556.636,5.092,6.723,2.42,31797.317,1326846.699,"97160 Tracy Junction
Erinborough, WY 73884"
82732.981,5.333,6.198,3.49,41136.527,1252663.621,"0630 Wilson Shoal
North Philip, AK 91611"
65694.051,6.437,6.705,3.14,43406.712,1359762.694,"PSC 2681, Box 5759
APO AA 82431-2879"
76061.351,7.149,7.546,6.3,40876.965,1778013.334,"04117 Bennett Greens
Gonzalezfort, NJ 86640-8362"
66935.475,6.376,8.514,5.47,17573.617,1109059.054,"55454 Mary Coves Suite 114
South Jennifer, FL 24998-9703"
73148.513,6.48,4.596,4.39,40372.166,1038939.523,"24144 Beth Bridge
Ryanstad, WA 53480-7998"
77961.222,5.044,6.4,2.33,23334.68,1003701.05,"5071 Christopher Walks
East Michelle, DE 52994"
60553.244,5.527,7.316,6.43,37277.887,1086829.246,"373 Chandler Loaf Suite 465
Baldwinfurt, AL 91590"
79500.399,8.555,6.16,3.29,32069.117,1727982.987,"3622 David Junctions
Colleenfort, MP 98876-3794"
63237.11,4.667,9.087,5.17,33805.579,1133139.926,"48850 Lauren Cape Apt. 922
Lake Stacy, AL 39607"
71348.727,7.844,6.767,3.45,34405.948,1460758.626,"30135 Larry Turnpike
Averyview, VI 87254"
75654.777,7.077,6.501,3.15,49451.179,1900789.237,"10911 Williams Grove
Josephtown, UT 33216-6985"
83539.269,4.526,7.101,6.13,37676.565,1157759.465,"5185 Brandon Estates Apt. 215
West Teresa, CT 52929"
85719.688,6.213,6.141,4.24,38030.224,1603075.237,"2223 Brown Tunnel
Alexhaven, PR 64465-6988"
75571.044,6.115,7.318,4.44,33988.436,1218264.021,"93815 Caitlin Cape Suite 183
Cynthiaville, MP 11833"
57227.324,6.419,8.324,4.27,20744.005,1002023.358,"887 Samuel Street
North Carolville, ID 11574-6279"
59256.073,5.145,4.965,3.44,32695.183,742016.0552,"3338 Nelson Harbor
Lake Christymouth, NH 10232-4764"
64975.663,5.037,6.71,4.14,36975.052,1023862.984,"56097 Angela Row Apt. 158
Lake Samuel, FM 28219"
65310.431,7.028,7.865,4.02,40677.551,1578136.165,"PSC 7003, Box 4278
APO AA 00593"
61127.265,4.625,8.15,6.34,31396.355,1121093.175,"205 Smith Summit Apt. 311
Josephborough, AZ 63374"
67055.447,6.981,4.621,2.18,32034.981,893802.0888,"35819 Parker Spur
East Richard, GA 41389-2093"
71043.313,6.046,6.096,3.34,20763.604,955165.6126,"80638 Samantha Village
North Anthony, KS 58656-6462"
57838.745,2.798,7.933,3.45,37771.433,589969.6429,"78852 Alvarado Spur
Deanside, AS 09133-3395"
48144.053,5.44,8.419,4.48,23465.383,763874.0645,"674 Karen Pine Apt. 327
Edwardsfurt, MS 08007-7411"
67952.405,6.07,6.372,3.19,58782.222,1513223.535,"Unit 2464 Box 1413
DPO AA 68055-8799"
68467.217,3.744,8.562,4.38,46594.487,1036338.239,"03566 Anderson Plain Apt. 701
Fullermouth, NM 77849-5037"
66767.898,4.761,6.888,2.03,46125.224,1075723.51,"2616 Weaver Locks
Fergusonbury, NE 66468-8725"
77135.467,5.166,6.984,2.44,32779.688,1086708.661,"62829 Scott Groves
North Thomas, CT 06733"
64916.095,5.356,8.461,3.4,39315.511,1381272.881,"0100 Cheyenne Turnpike Apt. 264
Millerton, VA 49706-4944"
50343.764,6.027,5.16,4.35,27445.877,691854.921,"400 Allen Lodge Apt. 145
Bernardfort, NV 57316"
62036.631,5.535,7.911,3.02,14790.216,862376.7533,"849 Kathryn Mountains
South Stevenfort, DE 22930"
59467.857,3.952,7.428,6,36436.492,667428.2537,"3163 Sampson Course
Port Jesus, MH 86177"
55306.911,5.831,6.694,2.06,32446.999,624244.9444,"16130 Jared Mountains Suite 452
South Stacie, ID 68079-4583"
76027.945,5.744,8.032,4.23,37462.223,1282365.462,"550 Catherine Hills
Turnerville, KY 23649-7059"
63317.048,7.077,6.829,3.02,43523.952,1479063.214,"7715 Cathy Plain Suite 160
New Angelica, TX 28872-3619"
71146.508,5.581,6.708,4.38,42968.619,1342067.961,"8606 Morton Point Suite 776
Valerieport, OR 73046"
70950.43,6.567,7.031,6.33,39778.138,1538039.599,"USS Swanson
FPO AP 83456"
64603.192,4.912,5.702,3.03,33673.904,815593.7638,"37521 Cabrera Forest Suite 722
Curtistown, NV 66526"
69993.963,6.668,7.281,5.2,39898.301,1391159.434,"40741 Miguel Course
Taylorport, IA 78709-9311"
62367.452,4.235,6.046,2.1,23533.224,727366.9474,"6692 Joshua Knolls
West Joshuastad, KS 10649"
62654.359,5.675,6.85,4.24,36718.512,1053484.869,"30658 Patton Forge
West Corey, CT 93465-0946"
70842.217,6.173,6.948,3.14,42987.479,1519928.485,"30306 Hendricks Fall Suite 302
West John, AS 52072"
64975.884,5.175,6.584,2.27,37088.816,918533.6164,"1140 Smith Lake Apt. 830
Shermantown, NY 21419-2702"
72200.041,6.534,7.159,3.17,42485.443,1523801.748,"77607 Dickerson Oval
Maynardport, UT 64088-4501"
62524.556,5.8,7.602,5.06,19113.169,1020041.747,"9837 Megan Lights Suite 827
Feliciaport, SD 66627-0205"
68377.381,5.206,5.744,2.33,33641.561,901752.6805,"249 Cameron Springs Suite 697
Mitchellville, IL 27190"
61194.48,3.712,7.091,4.07,28667.141,369433.355,"USNS Weaver
FPO AE 62010"
69147.219,6.339,6.974,4.06,42892.703,1318058.063,"8181 Gary Mountains
Davisview, HI 21834"
61592.938,6.677,6.805,2.02,23011.964,1060966.741,"0808 Craig Views Suite 251
West Keith, ID 55946"
72487.494,7.456,6.495,2.34,44865.382,1584615.574,"788 Norman Lights Suite 570
Porterfort, AR 49513"
62949.674,4.003,7.86,5.36,30373.061,814378.4821,"1024 Sweeney Crossing Suite 582
East Williamhaven, NM 82488"
78605.19,7.306,7.092,6.49,18493.058,1536208.366,"25687 Jones Court Suite 156
Lake Norma, NY 39300-5661"
55565.043,7.822,7.762,4.38,35680.468,1388209.219,"1039 Joshua Stream Suite 533
South Patty, GA 56712-6067"
55845.546,5.402,6.516,2.38,43790.665,919963.0086,"91393 Virginia Plain Suite 161
West Elizabeth, OR 66820-4429"
89026.809,6.461,7.812,5.4,38039.551,1978629.875,"9728 Anthony Pine Suite 314
West Sherry, AS 56042"
76338.668,7.728,7.35,3.18,50620.207,1928728.792,"628 Marcus Corners Apt. 153
New John, OK 12145-0369"
53547.018,5.847,8.243,3.14,57979.856,1520956.997,"013 Alexander Extension
West Vincent, MI 76753"
74812.699,6.166,6.545,3.18,45471.807,1414259.775,"414 May Fork
Lisaside, OR 02771-3708"
63407.698,4.999,6.339,4.06,36397.653,826483.7133,"2476 Aguilar Springs
Barnesland, AR 68228-2219"
54743.734,7.024,7.555,6.49,27692.269,1079951.155,"71362 Meyer Squares Suite 571
South Anna, AS 81738"
85658.329,6.569,5.568,2.04,35204.976,1545961.608,"35913 Jordan Track Suite 880
Walkerland, IL 91921-0710"
56631.895,7.132,5.59,2.44,51351.721,1374117.067,"884 Jordan Streets Apt. 271
Dawsontown, OR 98005"
79978.553,5.701,4.348,2.14,27897.166,957806.0027,"717 Villegas Drive Apt. 137
Port Cheryl, PW 45659-8596"
69840.269,5.236,8.291,4.21,27895.531,1096543.306,"349 Joshua Mountain
South Mary, MT 88531-9334"
86985.764,6.395,7.349,3.29,25788.672,1412806.286,"46916 John Shoal
South Tonymouth, FL 48934"
74521.178,5.656,7.542,4.39,38533.84,1527961.835,"USCGC Jones
FPO AP 54510-2694"
58568.628,6.526,7.656,5.25,44067.087,1340074.653,"8830 Walker Dale Suite 595
Cainport, SD 38872-3317"
67712.813,6.616,6.021,3.23,16561.192,880851.0552,"87459 Pamela Pines Apt. 270
Hollyport, MO 27499-8987"
74280.7,7.171,5.652,4.16,26115.26,1324470.441,"6540 Darren Brook
Johnsonmouth, TN 97299-3467"
56000.022,6.282,6.334,3.16,41006.984,1034539.831,"79189 Kerri Lights
New Anthony, OK 64180"
72980.65,5.51,6.138,4.38,37786.057,1079000.316,"30247 Fuller Streets
Port Patrick, MP 52706-6844"
70602.26,5.412,5.539,4.06,35594.224,883021.8964,"112 Anderson Square Apt. 249
Loriton, AR 40060-3548"
60595.677,6.773,7.938,4.02,47991.903,1434835.953,"647 William Freeway Suite 403
Lake Carolineview, MP 69605"
55317.204,4.971,7.145,4.4,42317.895,670734.674,"899 Danielle Garden Suite 886
South Kennethberg, WV 16065-7735"
66208.82,4.852,8.114,3.25,40346.579,1228978.233,"28775 Alexander Crescent
West Karenborough, UT 43499"
65827.672,7.163,7.112,6.46,31304.307,1210046.741,"368 Chelsea Shore Apt. 663
New Destinymouth, NY 80487"
82264.373,5.557,8.106,5.05,34066.609,1446978.86,"2277 Michelle Extension
Amandaborough, NY 80022-6654"
93032.542,6.377,6.221,3.37,35621.383,1872191.548,"Unit 4376 Box 1994
DPO AA 20751"
70126.15,6.263,7.551,5.26,33017.586,1270963.563,"23205 Meza Center Suite 281
South Michael, WV 08957"
64717.288,5.835,7.209,3.4,31860.535,1145804.269,"245 White Walk
Porterberg, WA 51290"
73804.909,6.732,7.617,4.25,40877.189,1574211.649,"695 Randy Vista
Cooperside, NE 27187-4331"
67465.996,4.597,7.392,6.19,22714.469,863448.3924,"992 Pierce Creek Apt. 691
South Robert, AL 88281"
78401.115,6.091,6.426,2.23,47727.607,1805502.34,"09918 Coleman Creek Suite 038
Johnsonburgh, NC 08665-6370"
57077.229,6.38,6.54,4.06,55114.582,1312637.288,"646 Fleming Burg Suite 492
Gomezton, VT 97639"
59756.115,5.231,6.354,3.36,33516.791,697212.3669,"2921 Jasmine Isle Apt. 446
East Taylor, PA 69183-0638"
60214.194,6.822,7.494,3.01,39252.764,1475349.552,"83537 Singleton Forge Suite 145
Port Stephaniestad, WV 75261"
70513.212,5.084,7.199,5.02,39275.775,1383783.912,"347 Murray Trail
Conradmouth, GU 27912-1572"
72791.271,5.375,5.441,2.11,44476.337,1166602.408,"920 Jimenez Mills Apt. 028
Haysfurt, MA 85873-8046"
60357.545,7.24,4.29,2.33,36198.441,934744.0335,"020 Joshua Summit
Knightton, FM 59302"
72310.095,6.765,7.625,5.16,37736.857,1625166.648,"891 Dawn Passage Apt. 577
West Sarahland, VI 34264"
74547.966,4.947,6.99,2.2,48175.05,1268964.795,"124 Hanson Lodge
Wuberg, UT 21959-4148"
89730.524,5.986,9.044,6.07,23059.654,1792753.5,"97191 Chambers Shore
East Davidshire, MP 06664"
59861.632,8.097,6.262,2.12,45919.176,1434323.825,"1543 Bell Mount
Simpsonton, GA 11066-6602"
80134.339,5.307,7.198,3.19,43751.179,1532644.849,"86677 Michael Squares
Port Bradley, CA 84127"
58198.032,4.404,5.597,4.4,14226.938,420122.9995,"Unit 7805 Box 2823
DPO AE 61896"
71784.016,4.791,6.695,4.26,15554.284,825178.3506,"528 Ortiz Island Suite 512
North Taylor, MO 67778-4179"
67449.329,7.143,6.341,4.37,29748.367,1112294.776,"510 Brad Mountains
Williamfurt, VA 22481"
77906.185,6.537,9.458,3.08,31399.757,1639099.378,"64328 Bowman Route
South Tanya, VT 23530"
71020.737,4.651,8.994,6.09,36788.486,1162854.552,"076 Sheena Course Suite 578
Davidmouth, TX 36489"
54474.576,6.094,7.459,4.47,21409.355,803270.1278,"0693 Hall Overpass
New Patricia, DE 34344"
53494.774,6.521,8.167,4.1,41530.51,1103485.707,"3763 Lambert Islands
New Keithview, ID 84363"
60883.537,6.281,6.409,2.37,31135.057,1005946.767,"28098 Wheeler Islands
Grayhaven, CA 95517"
63022.788,5.412,5.482,2.37,33582.685,904789.6122,"9102 Stephanie Walk
West Adrianafurt, VI 59208"
77514.594,4.139,6.813,2.33,30820.808,985059.3058,"USNS Morton
FPO AP 44353-3930"
80537.525,6.746,5.847,2.4,31872.179,1430641.632,"PSC 2787, Box 6497
APO AA 12455"
75470.76,6.51,8.073,6.48,17780.962,1147442.952,"USS Martin
FPO AP 82345"
57782.057,4.672,9.067,4.21,37625.974,1046818.07,"51016 Cassandra Spring Suite 760
Lake Wesley, MH 27316"
71327.718,6.27,8.451,6.39,42634.772,1501303.964,"830 Lauren Common
East Ralph, SD 46562-5210"
66057.182,4.067,7.742,6.33,31824.593,802846.1223,"USNS Turner
FPO AP 49349"
60345.991,4.745,7.696,6,32654.336,1005089.894,"641 Bradley Extension
South Leah, WA 23138-0463"
62816.878,4.684,7.066,3.11,55887.699,1288199.153,"55543 Jones Parks Suite 227
Markport, VA 23752-6240"
78182.197,4.561,7.864,5.17,34253.569,1364194.94,"Unit 1184 Box 3765
DPO AA 89743-2623"
59556.311,5.454,5.995,3.2,37604.381,736897.4095,"76111 Mccarty Wells
New Ashley, WI 68088-6627"
89209.084,4.629,7.433,3.14,47798.521,1592175.512,"087 Romero Meadow Apt. 109
Port Christy, VT 93436-0859"
61753.192,5.143,7.586,4.07,39993.006,1169050.985,"44349 Jacqueline Villages Suite 466
Johnstonton, UT 21645"
62587.12,6.498,8.409,3.21,38345.361,1227659.772,"3130 Richard Avenue Suite 698
Johnton, AK 63265-5152"
62946.42,6.134,6.973,2.3,42312.082,1261491.425,"8383 Newman Rapid Suite 842
Bradbury, WV 21515-8372"
68681.081,5.855,6.01,4,44279.43,1238929.11,"6846 Michael Rapid Apt. 811
Fryshire, FL 01759"
64168.859,6.361,7.536,3.46,20038.172,1031121.814,"847 Yolanda Ways
West Alanside, MI 87383-7074"
79843.921,6.327,7.434,3.07,45902.572,1571848.231,"9232 Christopher Centers Apt. 866
Wallacestad, AS 03708"
60390.503,5.195,8.369,6.27,37921.721,1223915.253,"3761 Wu Center Suite 724
West Sarah, HI 42537-7513"
66397.441,4.836,6.255,4.26,50504.048,906011.3853,"3037 Raymond Corners Apt. 567
West Brandonton, MN 17565"
63057.695,6.535,7.6,3.1,43315.45,1365945.083,"3847 Joshua Brooks Apt. 620
Lake Joseph, ME 51263"
75045.25,5.019,8.564,4.35,25492.317,1152145.912,"07809 Kimberly Burgs
Lake Williamview, NC 96986"
71254.8,6.541,7.575,5.43,38916.451,1455737.135,"59809 Tran Bridge
Sarahmouth, LA 15657-1057"
80440.217,5.239,8.065,3.1,31114.729,1537864.882,"22930 Smith Ford
Lake Richard, ME 30453"
59810.783,7.296,7.728,5.19,14452.921,975913.1051,"6907 Lopez Streets
New Juanborough, WA 16975"
82241.1,8.094,6.137,2.32,10951.342,1401560.917,"51495 Hardy Springs Apt. 835
East Nancytown, ND 28683-0813"
70951.868,4.48,6.543,3.25,38455.345,865816.6759,"52004 Amanda Pike
New Yolanda, AL 41789"
63351.979,5.455,7.464,4.19,31063.782,1076438.975,"46740 Jennifer Garden Apt. 818
Williamstown, AS 42737"
73803.99,6.978,5.888,2.33,32644.611,1166333.887,"PSC 4721, Box 1430
APO AP 29055"
86247.175,4.889,6.921,2.25,44610.035,1638541.939,"095 Thompson Cove Suite 038
East Tonystad, CT 43809"
64927.648,5.744,6.595,4.34,29364.759,1138885.104,"USCGC Ashley
FPO AE 25345"
53722.009,6.401,7.788,3.3,47649.225,1300389.351,"USS Williams
FPO AE 65283"
66409.687,6.245,7.424,5.39,31188.472,1239318.131,"95667 Nicole Ville
West Jessicaborough, NM 56114"
60186.605,7.203,5.278,3.35,45545.125,1168126.213,"861 Christopher Manors Apt. 913
Bobbytown, PA 64157-6346"
63016.113,5.736,6.975,3.26,19815.606,735660.4558,"5441 Rodriguez Causeway Apt. 348
North Jesse, OR 70732"
62991.437,7.012,7.124,4.37,22993.79,1066279.879,"598 Taylor Corner Apt. 270
Cartermouth, GA 43098"
72836.81,4.047,5.167,3.24,16988.937,454234.3344,"USS Miller
FPO AE 19741-4033"
91935.367,6.483,7.701,4.37,50112.82,2092949.861,"51671 Steven Motorway
New Troy, DC 34208-1742"
78497.664,5.286,8.171,3.2,25389.194,1245947.102,"2350 Janice Stream Apt. 009
Port Sarah, VA 46714"
76118.141,5.286,7.434,4.48,9193.833,709348.2237,"166 Albert Radial
North Michelleville, NJ 09884-8923"
71425.349,7.555,7.069,5.18,32561.13,1500472.827,"503 Heather Plains
South Morganborough, VI 92622"
74796.113,6.25,7.685,6.05,40819.497,1641749.651,"8118 Mullen Wall Suite 281
New Victoriaborough, MP 55959-4629"
70877.196,6.16,7.906,3.35,23315.399,1235750.602,"995 John Via Suite 355
Perkinsborough, HI 85367-8516"
71298.907,7.713,8.005,5.26,32345.388,1730662.393,"5392 Riley Gateway Apt. 904
Jennifertown, FM 85603"
69603.23,5.114,8.171,6.5,37942.613,1299673.742,"65738 Rodriguez Locks Apt. 739
Josephburgh, KS 05423-3806"
84855.797,5.489,6.249,4.07,37413.911,1250958.248,"29600 Garcia Forest Suite 239
West Mark, NV 55584"
76909.63,6.918,8.802,3.14,26843.404,1554301.938,"825 Moore Pike
Carolynmouth, VT 31968"
62785.912,6.76,5.737,3.29,59003.964,1493623.416,"USNV Smith
FPO AP 44055-1501"
77254.959,6.843,6.697,3.33,28162.097,1419158.959,"23360 Hicks Avenue
Lake Carolside, WV 96062"
80082.46,8.212,6.741,3.27,37980.28,1910484.642,"2788 Martin Overpass
Lopezfurt, WA 40057"
80526.291,6.132,5.756,2.5,45751.665,1578319.89,"Unit 3742 Box 9321
DPO AE 99472-7335"
57873.659,7.312,7.679,3.32,28510.414,1200401.989,"970 Branch Forest
South John, FL 35214-9934"
87674.454,5.778,7.698,3.36,28470.827,1566015.431,"51634 Meyers Squares
North David, CO 64016"
72330.224,6.521,6.473,3.41,21282.186,1218200.812,"46868 Elizabeth Mall Apt. 072
Destinyport, CA 53577-1909"
45286.426,5.591,6.547,2.3,45127.832,718869.4006,"7497 Melissa Crossroad
Kylemouth, VT 88901"
55573.618,7.037,4.947,4.02,29352.863,919207.0276,"4943 Jennifer View Suite 718
Andersonville, TN 88026-0570"
74952.964,5.143,5.679,3.03,50373.833,1397680.241,"147 Adam Stravenue
Dianebury, VA 23245"
82070.168,5.88,6.23,3.39,34620.588,1630438.854,"38508 Brown Causeway Apt. 304
Knightshire, AS 54676-8255"
67650.258,5.954,4.675,4.18,28532.71,670063.0223,"USNV Allen
FPO AP 30721-1703"
66703.775,6.448,5.889,2.04,44141.527,1406435.806,"84514 Matthews Inlet Apt. 106
Simmonsburgh, NV 26301"
57084.301,7.256,7.578,3.46,55851.847,1524968.147,"9773 Hall Radial Suite 078
New Michelle, TN 85462-9101"
58260.787,7.675,7.739,6.41,32295.822,1509929.832,"11487 Tamara Mountain Suite 000
Rogersfurt, ME 83230-6957"
41732.931,7.52,6.274,3.14,28104.479,795507.8434,"24834 David Trail
Fryeshire, NY 88462-1008"
49991.737,6.712,8.297,4.25,40067.904,1218509.145,"11389 Andrew Rapids Suite 737
Marctown, MP 65890-2664"
64568.392,4.519,7.513,4.47,44657.081,1082825.638,"015 Choi Hills Apt. 000
New Richardburgh, OH 61977-2052"
79583.51,6.959,8.574,4.26,48780.556,1924561.807,"5423 Cain Orchard Suite 040
East Josephview, MO 51771"
77267.656,3.94,8.343,6.09,22487.712,1107031.246,"USS Navarro
FPO AP 70992"
64455.064,5.112,6.939,4.22,41123.925,1191261.869,"058 Beth Fort
West Joshuachester, CA 31534-8414"
62637.594,5.978,7.44,5.04,32901.555,1071013.257,"76839 Angela Circles Apt. 658
New Scott, AL 41853"
72654.988,7.004,5.187,3.34,27879.619,1245749.594,"5574 Harris Field Apt. 314
West Jamesburgh, MA 97646-2203"
45914.204,5.986,5.799,3,32699.195,378466.4202,"9495 Arias Valley Apt. 493
Paulberg, WA 71154"
38530.124,4.266,8.027,4.47,67727.229,1267986.688,"14763 Jeffrey Islands
Amytown, WV 47279-7543"
60402.999,5.444,7.546,3.23,47018.151,1265760.2,"Unit 4985 Box 0598
DPO AE 85222"
77595.075,6.492,6.871,2.38,23825.971,1185616.34,"262 Jody Place Apt. 081
Port Brianland, ID 37750"
78778.317,5.964,6.151,4.16,28177.866,1156853.365,"72978 Espinoza River Apt. 959
North Amy, NJ 79845"
66821.631,5.609,6.269,3.47,33972.048,1038177.045,"59448 Carrie Mills
Paultown, SC 64653"
63615.994,6.021,8.513,6.31,44761.719,1385776.507,"725 Michael Cape
North Kimberlystad, WY 49615-2659"
75876.934,4.365,6.303,4.2,36119.102,1236308.28,"21931 Arellano Mills
South Paulbury, UT 61934"
63007.447,6.582,5.211,4.17,27688.047,819027.5987,"697 Bautista Spur
New Jamesfurt, NC 57137-7072"
60698.815,7.951,6.226,2.5,48495.32,1433493.802,"95025 Martin Cliff Apt. 700
Nathanfort, NH 34130"
92128.271,6.168,6.545,4.09,39870.361,1794212.186,"3270 Raymond Park Suite 182
Jessicamouth, KS 01802-1197"
55317.884,5.294,6.879,2.35,43765.042,752842.676,"Unit 3689 Box 9108
DPO AA 17677"
85738.64,5.948,8.157,3.4,25987.833,1690540.682,"53001 Kevin Glen
Angelamouth, WY 22686-9718"
62353.066,5.305,7.441,4.49,38011.762,1086181.753,"789 Williams Village
East Benjaminberg, GU 47205"
